,id,name,host_id,neighbourhood_group_cleansed,zipcode,latitude,longitude,room_type,bedrooms,square_feet,price,number_of_reviews,review_scores_rating,accommodates,bathrooms,beds,host_total_listings_count
14519,5183641,Chelsea 2Bd Penthouse+Outdoor space,9028193,Manhattan,10001,40.749999860280475,-73.997593969478,Entire home/apt,2.0,,550.0,14,91.0,5,1.0,3.0,1.0
14520,14227598,Charming 1 BDR Apartment in Chelsea,34216677,Manhattan,10011,40.74066239608615,-74.00159070215838,Entire home/apt,1.0,,250.0,6,97.0,2,1.0,1.0,1.0
14525,6494312,Room at Sarah's Place -Females Only,33908710,Manhattan,10034,40.869022596437546,-73.91819595199779,Private room,1.0,,46.0,26,98.0,2,1.0,1.0,1.0
14526,858223,West village Apartment new AC,4431107,Manhattan,10011,40.73817639666365,-73.99769756657224,Entire home/apt,1.0,,190.0,29,94.0,2,1.0,1.0,1.0
14527,13575307,West Village Home Away from Home,1581860,Manhattan,10014,40.733017714636226,-74.00591107947236,Entire home/apt,1.0,,125.0,0,,2,1.0,3.0,2.0
14528,14489719,Charming Private Furnished Room in West Village,1581860,Manhattan,10014,40.733353988103296,-74.00407108241272,Private room,1.0,,120.0,1,80.0,1,1.0,1.0,2.0
14529,7936100,Luxury 2BR - Heart of SoHo Shopping,5431153,Manhattan,10012,40.72497838700777,-74.00319540180374,Entire home/apt,2.0,,169.0,28,81.0,4,1.5,2.0,1.0
14531,14489701,In the heart of the heart of the Lower East Side!,89417556,Manhattan,10002,40.721432557335135,-73.98840618578085,Entire home/apt,1.0,,133.0,3,90.0,1,1.0,1.0,1.0
14532,3479614,Charming East Village Apartment,3395227,Manhattan,10003,40.72401620513647,-73.98771015499116,Entire home/apt,1.0,,179.0,67,93.0,2,1.0,1.0,1.0
14534,13047885,Charming Manhattan apartment,19661228,Manhattan,10016,40.74246528231658,-73.9820187031283,Private room,1.0,,89.0,1,100.0,2,1.0,1.0,1.0
14540,9508912,Large 2BR Meatpacking/West Village,38971306,Manhattan,10014,40.73915216628758,-74.00730140618002,Entire home/apt,2.0,,250.0,0,,4,1.0,2.0,1.0
14541,9902123,PERFECT 1 BEDROOM NEAR CENTRAL PARK,50904121,Manhattan,10024,40.783657523133286,-73.97898945626076,Entire home/apt,1.0,,179.0,5,92.0,4,1.0,2.0,1.0
14542,1906717,★Lower East Side Gem★,5235889,Manhattan,10002,40.720654699522726,-73.98866517029862,Entire home/apt,1.0,700.0,179.0,46,88.0,2,1.0,1.0,1.0
14544,4977744,Lower East Side Gem,10350245,Manhattan,10002,40.720756677883614,-73.98924788768103,Entire home/apt,1.0,,200.0,1,100.0,4,1.0,2.0,1.0
14545,4921375,"Cozy, Upper West Side of Manhattan ",25348275,Manhattan,10025,40.80268554602026,-73.96334274003962,Private room,1.0,,125.0,0,,2,1.0,2.0,1.0
14546,15322155,Luxury Room with Helicopter Views,1105766,Manhattan,10036,40.762396465130784,-73.99879317191626,Private room,1.0,,260.0,2,100.0,2,1.0,1.0,2.0
14547,15013906,SoHo Loft,1105766,Manhattan,10013,40.724690564800184,-74.00652640574202,Entire home/apt,2.0,,340.0,2,100.0,6,1.0,2.0,2.0
14548,10164233,Private Room + Loft in the Village,24635403,Manhattan,10014,40.73295011602664,-74.00178630784784,Private room,1.0,,79.0,50,96.0,4,1.0,1.0,4.0
14551,8460304,1BR Prime Madison Sq Park/Park Ave,44534342,Manhattan,10016,40.74567974439322,-73.9832376420475,Entire home/apt,1.0,,199.0,5,96.0,4,1.0,1.0,2.0
14557,10819587,GreenwichVillage Dream - 2 Bed/2 Bath with Garden,48929349,Manhattan,10011,40.734606324444734,-73.9965731070457,Entire home/apt,2.0,,550.0,17,99.0,6,2.0,2.0,1.0
14558,8853511,Beautiful Brownstone,46356707,Manhattan,10031,40.82306313876821,-73.94594636236694,Entire home/apt,3.0,,250.0,1,,6,2.5,3.0,1.0
14559,6887405,Private Room in Comfy NYC Apt!,11081099,Manhattan,10031,40.828775043756416,-73.94624501430727,Private room,1.0,,50.0,1,20.0,2,1.0,1.0,2.0
14561,14935426,Amsterdam Private Bedroom,47500079,Manhattan,10025,40.792977558292534,-73.97225748525894,Private room,1.0,,90.0,9,93.0,2,1.0,1.0,2.0
14562,9115627,Manhattan Private Bedroom,47500079,Manhattan,10025,40.793886058936614,-73.97145846302105,Private room,1.0,,90.0,9,91.0,2,1.0,1.0,2.0
14563,11343850,A magnificent place for travelers!,16792201,Manhattan,10019,40.761452471868466,-73.98471328425842,Private room,1.0,,170.0,2,100.0,2,1.0,1.0,1.0
14565,15034577,Amazing & spacious 3 BR apt in EV,94953238,Manhattan,10003,40.72728810350424,-73.98612089821997,Entire home/apt,3.0,,400.0,3,100.0,8,2.0,3.0,2.0
14566,15144923,Cozy 1BR apartment in the East Village,94953238,Manhattan,10009,40.72316331749718,-73.98381304243064,Entire home/apt,1.0,,250.0,2,80.0,4,1.0,2.0,2.0
14570,12130260,Private bedroom in Manhattan(North),65097482,Manhattan,10034,40.87269133892296,-73.91726472285333,Private room,1.0,,54.0,7,94.0,4,1.0,2.0,1.0
14572,11868110,111 St. Marks Place,63269523,Manhattan,10009,40.728037255431204,-73.98281334817194,Entire home/apt,2.0,,140.0,1,100.0,3,1.0,2.0,1.0
14573,12916685,ELEVATOR Upper East Side Studio Apt-Cheerful!,70834340,Manhattan,10021,40.768044686188176,-73.95253993445777,Entire home/apt,0.0,,250.0,6,80.0,2,1.0,1.0,1.0
14574,13622056,Luxury For Less In Downtown Manhattan,40425220,Manhattan,10282,40.71616782816945,-74.01467975013482,Private room,1.0,,225.0,1,80.0,2,1.0,1.0,2.0
14580,15858320,Private Room in hip East Village,15184649,Manhattan,10009,40.724326842914685,-73.97929608254954,Private room,1.0,,83.0,0,,2,1.0,1.0,2.0
14581,14990125,Private Room In Quaint East Village Apartment,15184649,Manhattan,10009,40.72302391898802,-73.97933615991596,Private room,1.0,,95.0,3,93.0,2,1.0,1.0,2.0
14588,13571350,Perfect studio in Manhattan midtown,78258683,Manhattan,,40.74310776418311,-73.98286335608533,Entire home/apt,0.0,,150.0,0,,2,1.0,2.0,1.0
14589,15406357,Spacious Sunlit Modern Room on the Lower East Side,897121,Manhattan,10002,40.719086032189004,-73.99214814908933,Private room,1.0,,85.0,0,,2,1.0,1.0,1.0
14590,5969152,*Charming *Upper West Side* Studio*,5990646,Manhattan,10024,40.786334710887495,-73.97156299429874,Entire home/apt,0.0,,145.0,15,94.0,2,1.0,1.0,1.0
14591,1905864,Private bedroom in the East Village,3084651,Manhattan,10003,40.726290516506666,-73.99337419777687,Private room,1.0,,85.0,119,85.0,2,1.0,1.0,2.0
14592,7963674,Daybed available for occasional,4694040,Manhattan,10014,40.72641921772958,-74.00424524458208,Shared room,1.0,,300.0,9,100.0,1,1.0,1.0,2.0
14593,7963518,Beautiful 1BR Apartment in Soho/WV,4694040,Manhattan,10014,40.728290611592065,-74.00432044586441,Entire home/apt,1.0,,195.0,25,95.0,3,1.0,2.0,2.0
14594,14882046,Harlem Comfort and Style,91466201,Manhattan,10027,40.806969162034726,-73.9449975954567,Entire home/apt,1.0,,150.0,2,90.0,4,1.0,2.0,1.0
14596,6493409,Great studio in convenient location,12435092,Manhattan,10016,40.74047953382103,-73.98069803473653,Entire home/apt,0.0,,169.0,38,96.0,2,1.0,1.0,1.0
14599,12653801,NYC Apartment,68737709,Manhattan,10006,40.708696813193754,-74.01310152485586,Shared room,1.0,,70.0,0,,1,1.0,2.0,1.0
14600,11391863,Gorgeous Large Master Room,1832915,Manhattan,10032,40.8362971632492,-73.93858002813772,Private room,1.0,,70.0,5,96.0,2,1.0,1.0,2.0
14601,8066257,Beautiful Sunny Cozy Private Room,1832915,Manhattan,10032,40.837295641432036,-73.94094406606298,Private room,1.0,,33.0,25,94.0,2,1.0,1.0,2.0
14604,12968250,Perfect Location 1 BR Apt in NYC,5776668,Manhattan,10019,40.76815115648221,-73.98282575118414,Entire home/apt,1.0,,250.0,5,96.0,3,1.0,2.0,1.0
14607,9798518,Amazing room in SoHo!,20171203,Manhattan,10012,40.727525680500726,-74.00211982481422,Private room,1.0,,120.0,0,,2,1.0,1.0,1.0
14609,7410868,Great spot in Lower East Side,5417646,Manhattan,10002,40.71546436034673,-73.98959961258471,Entire home/apt,1.0,,120.0,3,93.0,2,1.0,1.0,1.0
14613,10032285,Charming bedroom in Manhattan,20884486,Manhattan,10025,40.80482645208264,-73.96486158372066,Private room,1.0,,70.0,0,,1,1.0,1.0,1.0
14615,9114773,Cozy Upper East Side 1 bedroom apt,47408505,Manhattan,10021,40.77037749576338,-73.95829214980951,Entire home/apt,1.0,,195.0,4,90.0,4,1.0,2.0,1.0
14617,6222491,Spacious Master Bed Sweet EV Apt,17268778,Manhattan,10003,40.72667060362642,-73.98739152331608,Private room,1.0,,97.0,2,90.0,2,1.0,1.0,1.0
14619,15930495,Charming East Village Apartment!,1778121,Manhattan,10003,40.72692238087049,-73.98781192784568,Private room,1.0,,119.0,0,,3,1.0,,1.0
14621,15537277,"Quiet, Beautiful Studio in the Heart of NYC!",89946941,Manhattan,10001,40.7497520730397,-73.99738034022981,Entire home/apt,0.0,,275.0,1,100.0,2,1.0,1.0,1.0
14622,12653674,Charming Sun-lit Two-Story Apartment,68735532,Manhattan,10030,40.81809645506886,-73.94631577932095,Entire home/apt,2.0,,136.0,27,94.0,5,2.0,3.0,1.0
14624,4396143,Cozy Morningside Heights Apartment,22822259,Manhattan,10026,40.80732086265455,-73.95528627552035,Private room,1.0,,90.0,2,70.0,2,1.0,1.0,1.0
14626,6493288,NY City for the 4th of July!,2938550,Manhattan,10019,40.76571212333409,-73.98023205452782,Entire home/apt,0.0,,300.0,0,,4,1.0,2.0,1.0
14627,8066146,Nolita Perfect Location,3751304,Manhattan,10012,40.72186676004824,-73.99489145135189,Private room,1.0,,110.0,7,100.0,2,1.0,1.0,1.0
14629,7672924,Luxury Apartment in Alphabet City,40288332,Manhattan,10009,40.721303670781545,-73.97999894935035,Private room,1.0,,100.0,7,94.0,2,1.0,1.0,1.0
14630,8459345,Huge 4 BR in Upper West Side,3565881,Manhattan,10024,40.78530752500146,-73.97564219781688,Entire home/apt,4.0,,545.0,8,93.0,8,2.0,4.0,1.0
14632,4396106,Bright And Charming Chinatown Apt,257887,Manhattan,10002,40.70999308097424,-73.99431515409128,Entire home/apt,2.0,,91.0,20,92.0,2,1.0,1.0,1.0
14633,14881862,"Cozy, Sun Filled Quite One Bed in East Village",93307184,Manhattan,10009,40.73338565024829,-73.98009277737306,Entire home/apt,1.0,,175.0,1,100.0,2,1.0,1.0,1.0
14634,3218787,Sunny Designer Apt @ Posh Lower East,16149498,Manhattan,10002,40.72480844526794,-73.98819248234962,Entire home/apt,1.0,,275.0,52,93.0,4,1.0,2.0,1.0
14638,9772379,Cozy Charming 2 BR on lovely street,28472102,Manhattan,10075,40.773780441096896,-73.9549913012977,Entire home/apt,2.0,,210.0,35,81.0,3,1.0,3.0,1.0
14640,15670623,West Village Studio - Close to All!,5213108,Manhattan,10014,40.73376725010249,-74.0086069986068,Entire home/apt,0.0,,200.0,2,100.0,4,1.0,2.0,5.0
14641,15990090,Charming Luxury Apartment in Central Manhattan,34682494,Manhattan,10016,40.745753798857656,-73.9828930266757,Entire home/apt,1.0,,300.0,0,,2,1.0,1.0,2.0
14642,4136252,Chic NYC apt - near train & 42st St,14952623,Manhattan,10037,40.80984906350142,-73.9434812634338,Private room,1.0,,90.0,48,95.0,2,1.0,1.0,1.0
14646,16063822,UWS Euro Brownstone Charmer Steps from CentralPark,104634735,Manhattan,10025,40.797981655403525,-73.96262819828999,Entire home/apt,1.0,,139.0,0,,2,1.0,2.0,1.0
14647,9248049,NYC dreamy STUDIO,48054322,Manhattan,10019,40.76637098442821,-73.98342046108264,Entire home/apt,0.0,,175.0,38,94.0,2,1.0,1.0,1.0
14652,4005173,Perfect Holiday Apartment!,4323043,Manhattan,10016,40.7447018030936,-73.9858346461762,Entire home/apt,0.0,,200.0,9,90.0,2,1.0,1.0,1.0
14653,1645867,Floor-Thru Tenement Loft in LES!,4233016,Manhattan,10002,40.717609404703005,-73.99159045957316,Entire home/apt,1.0,,350.0,1,100.0,2,1.0,1.0,1.0
14654,859431,2/3 bedroom furnished Soho duplex,4243338,Manhattan,10012,40.72918945911203,-74.00168082544113,Entire home/apt,3.0,700.0,180.0,7,97.0,4,1.0,3.0,1.0
14656,597198,1 bedroom in 2 bedroom apt.for rent,1864866,Manhattan,10028,40.76986038302623,-73.94790961307822,Private room,1.0,,90.0,129,97.0,2,1.0,1.0,1.0
14659,8881253,A piece of Heaven in Hells Kitchen,21366569,Manhattan,10036,40.76373634092706,-73.99422074375357,Private room,1.0,,130.0,4,100.0,2,1.0,1.0,2.0
14660,9510158,Luxury Stay in my 2brm humble abode,21366569,Manhattan,10036,40.763799455549936,-73.99297904259227,Entire home/apt,2.0,,220.0,8,98.0,4,1.0,2.0,2.0
14661,7898302,Upper West Side charming brownstone,41644172,Manhattan,10024,40.78888408148064,-73.97722822558795,Entire home/apt,1.0,,150.0,1,,4,1.0,1.0,1.0
14662,12917869,Cozy studio steps from Central Park,1298620,Manhattan,,40.7853440567117,-73.97124669737386,Entire home/apt,0.0,,163.0,18,99.0,2,1.0,2.0,1.0
14665,5839954,Near by Chelsea Market & Highline,30321653,Manhattan,10011,40.74161871002495,-74.00215161993,Shared room,1.0,,98.0,58,88.0,1,1.0,1.0,1.0
14666,2432078,Dream apartment soho,5899073,Manhattan,10012,40.723764773110545,-73.99719808782065,Entire home/apt,0.0,,420.0,18,95.0,3,1.0,2.0,1.0
14668,4791389,Penthouse on Park Ave,4923436,Manhattan,10010,40.73877423835784,-73.98706587652703,Entire home/apt,1.0,,250.0,2,100.0,2,1.0,1.0,1.0
14670,12917834,1BR Hell's Kitchen w balcony & view,3988031,Manhattan,10036,40.76171508783602,-73.99706215426633,Entire home/apt,1.0,,200.0,6,100.0,2,1.0,1.0,2.0
14672,16194630,Large room with a Riverside Park view,27549535,Manhattan,10027,40.814421501018465,-73.96190675535607,Private room,1.0,,70.0,0,,2,1.0,1.0,1.0
14674,15408188,Private Guest Room in Hells Kitchen,98650852,Manhattan,10036,40.75939383632673,-73.9939872709873,Private room,1.0,,110.0,3,93.0,2,1.0,2.0,1.0
14676,14228532,Light filled one bedroom w/balcony,64367122,Manhattan,10027,40.81012598219503,-73.94534236855797,Entire home/apt,2.0,,135.0,7,94.0,2,1.0,1.0,2.0
14677,14274287,Private room in 2 bedroom w/balcony,64367122,Manhattan,10027,40.81084275767128,-73.94336380069427,Private room,1.0,,83.0,0,,2,1.0,1.0,2.0
14679,5184562,Historic Bowery Loft Room from Aug. 7,1585422,Manhattan,10002,40.72277967531265,-73.99136146920101,Private room,1.0,,85.0,8,97.0,1,1.0,1.0,2.0
14684,990171,Wow 2BR/1BA  Sleep 6  Elevator BLDG,10898136,Manhattan,10010,40.73977657350258,-73.98193307603977,Entire home/apt,2.0,800.0,250.0,137,84.0,6,1.0,3.0,1.0
14685,15813678,Sunny & Stylish Apt Near All Greenwich Village,3284613,Manhattan,10012,40.73016782828025,-74.00122934169403,Entire home/apt,2.0,,250.0,0,,4,1.0,2.0,2.0
14686,3835052,Sunny & Bright Charming Village Apt,3284613,Manhattan,10012,40.72917223684079,-73.99974210156886,Private room,1.0,,115.0,34,96.0,2,1.0,1.0,2.0
14687,9903132,large Tribeca loft,50925964,Manhattan,10013,40.718439317695285,-74.0022844188921,Entire home/apt,1.0,,152.0,5,100.0,3,1.0,2.0,1.0
14688,13310999,"Upper West Side, Doorman & Elevator Building!",75221597,Manhattan,10025,40.79785415135387,-73.97078057869648,Private room,1.0,,75.0,0,,2,1.0,1.0,1.0
14689,8592390,Spacious/Quiet/Private on UES,3107290,Manhattan,10075,40.770630518877475,-73.94945335069602,Private room,1.0,,45.0,12,95.0,2,1.0,1.0,1.0
14692,11475963,Upper West Side Landmark Apartment,60387717,Manhattan,10024,40.791509229277736,-73.974362129783,Private room,1.0,,99.0,27,99.0,2,1.0,1.0,1.0
14693,6364150,Colorful flat in heart of E Village,32162351,Manhattan,10009,40.729172613476855,-73.98222646694373,Shared room,1.0,,284.0,8,95.0,4,1.0,2.0,1.0
14694,8068089,Cozy One Bedroom-Lower East Side,7890158,Manhattan,10002,40.71373445988604,-73.98464923959831,Entire home/apt,1.0,,80.0,7,100.0,2,1.0,1.0,1.0
14695,11218771,East Village Gem,27662900,Manhattan,10009,40.72789577333892,-73.98297625935534,Entire home/apt,1.0,,190.0,7,100.0,4,1.0,2.0,2.0
14696,13573101,Sunny room in heart of Chinatown,41217631,Manhattan,10013,40.715302847725155,-73.99937870325927,Private room,1.0,,69.0,1,80.0,1,1.0,1.0,1.0
14700,9509831,Charming Manhattan Studio,49041099,Manhattan,10065,40.764586911904004,-73.9584088801947,Entire home/apt,0.0,,140.0,57,85.0,4,1.0,2.0,1.0
14702,4135876,"""The Studio"" Harlem Brownstone",21455957,Manhattan,10030,40.81891937928045,-73.94647402614632,Private room,1.0,,100.0,56,93.0,2,1.0,1.0,2.0
14703,4661662,"""The Green Room"": Harlem Brownstone",21455957,Manhattan,10030,40.819954059123006,-73.94606985233284,Private room,1.0,,100.0,45,94.0,2,1.0,1.0,2.0
14704,6364117,Lovely Lofted Room in UWS,7532832,Manhattan,10025,40.800657632611006,-73.96940752650589,Private room,1.0,,125.0,1,100.0,4,1.0,2.0,1.0
14705,5446610,Hip Bedroom in the heart of Lower East Side,13020368,Manhattan,10002,40.719061526950775,-73.98548201724556,Private room,1.0,,120.0,15,96.0,2,1.0,1.0,1.0
14706,186871,Cosy Lower East Side apartment,367494,Manhattan,10002,40.719400889274304,-73.98920029638188,Entire home/apt,2.0,,179.0,10,91.0,3,1.0,1.0,1.0
14710,12917694,Petland Loft in West Village,63760003,Manhattan,10014,40.73417141815185,-73.99978835676012,Shared room,1.0,,100.0,1,80.0,3,2.0,3.0,1.0
14714,6364086,Spacious Luxury Studio-96th and WEA,3471132,Manhattan,10025,40.79659911336633,-73.97154130778493,Entire home/apt,0.0,,200.0,8,100.0,2,1.0,1.0,1.0
14715,7674796,"Private room for 2, great location!",40299208,Manhattan,10019,40.76755792705066,-73.9887454649545,Private room,1.0,,100.0,0,,2,1.0,1.0,1.0
14716,14359464,Finest 2 Bedroom Apt. in East Village,981372,Manhattan,10009,40.73024617735923,-73.98118352823664,Entire home/apt,2.0,,149.0,8,60.0,8,1.0,4.0,2.0
14718,2169765,Lower Park Avenue Pre War,8258307,Manhattan,10016,40.748548864188976,-73.98001195712526,Entire home/apt,3.0,,2000.0,0,,10,2.0,3.0,1.0
14720,3349376,Beautiful studio w/ view in Wall st,4349021,Manhattan,10006,40.70634999091482,-74.01256727924556,Entire home/apt,0.0,,148.0,51,94.0,2,1.0,1.0,1.0
14721,6232987,"Spacious Studio, Freedom Tower View",32340523,Manhattan,10016,40.74408500311999,-73.97144829159964,Entire home/apt,0.0,,250.0,0,,2,1.0,2.0,1.0
14722,16194455,2br apartment in Financial District,50399892,Manhattan,10038,40.70979388929079,-74.00526247805541,Entire home/apt,2.0,,123.0,0,,5,1.0,2.0,1.0
14723,1018195,SOHO / VILLAGE  :  BRIGHT + CLEAN,3321910,Manhattan,10003,40.72475360362373,-73.9906638125383,Entire home/apt,1.0,,139.0,76,86.0,3,1.0,2.0,2.0
14724,3218320,SoHo Studio,3321910,Manhattan,10012,40.72242539933335,-73.99655043067656,Private room,1.0,,99.0,3,87.0,1,1.0,1.0,2.0
14726,11344750,Best Location Near Central Park!,59395736,Manhattan,10023,40.77958035708811,-73.97580619421689,Entire home/apt,1.0,,199.0,42,86.0,4,1.0,2.0,1.0
14727,5839758,"2 bedrooms - Upper west side, NYC",5082385,Manhattan,10025,40.79354695390544,-73.96714023823469,Entire home/apt,2.0,,200.0,5,100.0,4,1.0,5.0,1.0
14730,11606910,Stunning Manhattan luxury apartment,47129669,Manhattan,10044,40.758200330792334,-73.95203690387528,Entire home/apt,2.0,,290.0,1,100.0,6,2.0,3.0,1.0
14731,16194421,Amazing Orchard St Space- Historic Lower East Side,42734669,Manhattan,10002,40.71550412643468,-73.99198100611119,Entire home/apt,2.0,,250.0,0,,5,1.0,3.0,1.0
14733,10165064,FAB STUDIO WITH PRIVATE GARDEN NEAR CENTRAL PARK!,39603281,Manhattan,10025,40.79436662913702,-73.97152275944553,Entire home/apt,1.0,,165.0,54,99.0,3,1.0,1.0,1.0
14734,9902932,Big! 2.5 BR Heart of West Village,6079156,Manhattan,10014,40.73433841438359,-74.00462442658127,Entire home/apt,2.0,,275.0,25,92.0,4,1.0,2.0,2.0
14735,15801194,"Cute,comfortable room near Columbia University",12495861,Manhattan,10025,40.800964079835374,-73.96758020793764,Private room,1.0,,60.0,0,,4,1.0,2.0,1.0
14737,12131147,Modern loft,3206521,Manhattan,10014,40.735521201573945,-74.00614923414528,Entire home/apt,1.0,,268.0,3,100.0,2,1.0,1.0,2.0
14738,4660022,Best Block Luxury Loft in SoHo!,745486,Manhattan,10012,40.72591772605218,-73.99933154085322,Entire home/apt,2.0,,1200.0,39,97.0,5,2.0,2.0,1.0
14739,9509691,2 bdrm apartment in prime location,5363676,Manhattan,10012,40.72901451709823,-73.99986090739375,Entire home/apt,2.0,,280.0,5,96.0,4,1.0,2.0,1.0
14742,6192183,Sunny Room with Roof Terrace and River View,510931,Manhattan,10004,40.703968238951575,-74.01545575723242,Private room,1.0,,85.0,1,100.0,1,1.0,1.0,2.0
14743,13441847,Bright + Cozy Room with View of Statue of Liberty,510931,Manhattan,10004,40.705993759789365,-74.01564944288644,Private room,1.0,,90.0,5,100.0,1,1.0,1.0,2.0
14746,11677489,1 BR APT LOWER EAST SIDE,8756821,Manhattan,10002,40.715547005454994,-73.99091339715223,Entire home/apt,1.0,,220.0,6,100.0,2,1.0,2.0,1.0
14747,2431784,Newly renovated 1BD on UWS,2335233,Manhattan,10023,40.780901512006004,-73.9821515775979,Entire home/apt,1.0,,220.0,0,,2,1.0,1.0,1.0
14753,1868922,Cozy Riverside Apt w/ a Great View,9741667,Manhattan,10280,40.71063222183528,-74.01815817990219,Private room,1.0,,79.0,38,93.0,2,1.0,1.0,1.0
14755,14490355,Upper East Side Apartment Room (Larger Room),89425838,Manhattan,10065,40.76290304602511,-73.95890446612678,Private room,1.0,,130.0,2,60.0,2,1.0,1.0,5.0
14756,14490447,Upper East Side Side Apartment Room,89425838,Manhattan,10065,40.763238206921905,-73.96036880799417,Private room,1.0,,110.0,2,60.0,2,1.0,1.0,5.0
14757,14883548,Sun-filled 1BR Duplex at heart of East Village,1712643,Manhattan,10003,40.730953332571296,-73.98724195672702,Entire home/apt,1.0,,199.0,2,80.0,3,1.0,1.0,1.0
14763,5315271,Large Home Heart of Downtown,1448674,Manhattan,10011,40.73973471443011,-74.0006358556722,Entire home/apt,1.0,,185.0,9,89.0,2,1.0,1.0,1.0
14770,5708450,Simple East Harlem Home,17118501,Manhattan,10029,40.7857516629774,-73.94890909187225,Private room,1.0,,70.0,33,90.0,1,1.0,1.0,1.0
14771,7674541,ChinaTown / Little Italy 2BR Apt,6549559,Manhattan,10013,40.71840795394778,-73.99639851513946,Entire home/apt,2.0,,179.0,9,89.0,4,1.0,2.0,1.0
